DATE,SP500,US2
2006-04-11,1242.5,93.5554688
2006-04-12,1244.0,93.4929688
2006-04-13,1242.75,93.4382813
2006-04-17,1241.5,93.5085938
2006-04-18,1262.0,93.6257813
2006-04-19,1263.75,93.5789063
2006-04-20,1265.5,93.5476563
2006-04-21,1265.5,93.5164063
2006-04-24,1263.0,93.5476563
2006-04-25,1258.0,93.4460938
2006-04-26,1257.5,93.3601563
2006-04-27,1263.5,93.4929688
2006-04-28,1264.5,93.5710938
2006-05-01,1256.75,93.4617188
2006-05-02,1266.5,93.4695313
2006-05-03,1260.75,93.4382813
2006-05-04,1265.5,93.3914063
2006-05-05,1277.5,93.4382813
2006-05-08,1275.75,93.3992188
2006-05-09,1277.75,93.3992188
2006-05-10,1276.25,93.3679688
2006-05-11,1260.25,93.3679688
2006-05-12,1242.75,93.3445313
2006-05-15,1245.75,93.3835938
2006-05-16,1243.5,93.4460938
2006-05-17,1217.5,93.3914063
2006-05-18,1211.5,93.4617188
2006-05-19,1219.25,93.4148438
2006-05-22,1210.5,93.4460938
2006-05-23,1201.0,93.4070313
2006-05-24,1209.5,93.4617188
2006-05-25,1224.5,93.4226563
2006-05-26,1231.25,93.4460938
2006-05-29,1228.5,
2006-05-30,1208.5,93.3835938
2006-05-31,1220.5,93.2664063
2006-06-01,1234.25,93.2742188
2006-06-02,1236.75,93.5164063
2006-06-05,1218.0,93.3914063
2006-06-06,1214.25,93.3601563
2006-06-07,1204.5,93.3210938
2006-06-08,1204.0,93.3601563
2006-06-09,1199.5,93.3445313
2006-06-12,1185.0,93.3289063
2006-06-13,1170.5,93.3445313
2006-06-14,1179.25,93.1648438
2006-06-15,1205.75,93.1023438
2006-06-16,1198.0,93.0710938
2006-06-19,1186.5,93.0320313
2006-06-20,1190.5,93.0085938
2006-06-21,1199.75,93.0007813
2006-06-22,1194.0,92.9304688
2006-06-23,1193.5,92.8835938
2006-06-26,1198.25,92.8679688
2006-06-27,1187.75,92.8914063
2006-06-28,1195.75,92.8367188
2006-06-29,1220.5,92.9695313
2006-06-30,1217.5,93.0476563
2006-07-03,1226.25,93.0242188
2006-07-04,1225.75,
2006-07-05,1217.75,92.8914063
2006-07-06,1220.75,92.9382813
2006-07-07,1213.0,93.0164063
2006-07-10,1215.0,93.0164063
2006-07-11,1220.25,93.0476563
2006-07-12,1206.25,93.0320313
2006-07-13,1185.5,93.1023438
2006-07-14,1180.25,93.1804688
2006-07-17,1178.5,93.1335938
2006-07-18,1183.75,93.0085938
2006-07-19,1200.5,93.1492188
2006-07-20,1192.25,93.2429688
2006-07-21,1182.75,93.2117188
2006-07-24,1205.5,93.1960938
2006-07-25,1209.5,93.1570313
2006-07-26,1211.25,93.2195313
2006-07-27,1210.25,93.2351563
2006-07-28,1222.25,93.3757813
2006-07-31,1219.75,93.3914063
2006-08-01,1214.75,93.4070313
2006-08-02,1222.25,93.4070313
2006-08-03,1225.25,93.3679688
2006-08-04,1224.0,93.4929688
2006-08-07,1220.25,93.4226563
2006-08-08,1214.75,93.4851563
2006-08-09,1209.5,93.4851563
2006-08-10,1213.5,93.4695313
2006-08-11,1210.25,93.3835938
2006-08-14,1211.25,93.2976563
2006-08-15,1225.75,93.4148438
2006-08-16,1237.0,93.5398438
2006-08-17,1239.0,93.5007813
2006-08-18,1245.0,93.5398438
2006-08-21,1240.25,93.5554688
2006-08-22,1240.0,93.5554688
2006-08-23,1235.75,93.5476563
2006-08-24,1234.0,93.5320313
2006-08-25,1235.5,93.5632813
